 "Time [d]","dt_flow [d]","dt_tran [d]","Global Water Mass in Liquid Phas [kg]","Global Vaq [mol]","Global Vim [mol]","west Water Mass [kg]","west Water Mass [kg/d]","west Vaq [mol]","west Vaq [mol/d]","east Water Mass [kg]","east Water Mass [kg/d]","east Vaq [mol]","east Vaq [mol/d]","injection_well Water Mass [kg]","injection_well Water Mass [kg/d]","injection_well Vaq [mol]","injection_well Vaq [mol/d]","extraction_well Water Mass [kg]","extraction_well Water Mass [kg/d]","extraction_well Vaq [mol]","extraction_well Vaq [mol/d]","Region all Water Mass [kg]","Region all Total Mass [kg]"
1.25000000E+02,5.00000000E-02,5.00000000E-02,1.46976389E+07,6.85532236E-09,2.49615976E-11,-9.76858406E+08,-7.81714794E+06,-2.73076730E-06,-2.18970817E-08,9.79557865E+08,7.83874350E+06,9.79714045E-42,7.84000005E-44,2.99939784E+04,2.39951619E+02,3.00000000E-06,2.40000000E-08,-2.72946878E+06,-2.18357309E+04,-2.72946878E-44,-2.18357309E-46,8.15840219E+05,5.35937500E+07
1.17000000E+02,5.00000000E-02,5.00000000E-02,1.46976407E+07,6.85600196E-09,2.49643940E-11,-9.14322453E+08,-7.81683755E+06,-2.55559109E-06,-2.18969706E-08,9.16849148E+08,7.83843312E+06,9.16995279E-42,7.83968870E-44,2.80743654E+04,2.39951647E+02,2.80800000E-06,2.40000000E-08,-2.55478292E+06,-2.18357335E+04,-2.55478292E-44,-2.18357335E-46,8.15840316E+05,5.35937500E+07
1.19500000E+02,5.00000000E-02,5.00000000E-02,1.46976401E+07,6.85579066E-09,2.49635246E-11,-9.33864672E+08,-7.81693412E+06,-2.61033356E-06,-2.18970051E-08,9.36445355E+08,7.83852968E+06,9.36594626E-42,7.83978557E-44,2.86742445E+04,2.39951639E+02,2.86800000E-06,2.40000000E-08,-2.60937225E+06,-2.18357327E+04,-2.60937225E-44,-2.18357327E-46,8.15840286E+05,5.35937500E+07
1.14750000E+02,5.00000000E-02,5.00000000E-02,1.46976412E+07,6.85619129E-09,2.49651731E-11,-8.96734662E+08,-7.81675097E+06,-2.50632294E-06,-2.18969396E-08,8.99212767E+08,7.83834654E+06,8.99356073E-42,7.83960185E-44,2.75344741E+04,2.39951655E+02,2.75400000E-06,2.40000000E-08,-2.50565252E+06,-2.18357343E+04,-2.50565252E-44,-2.18357343E-46,8.15840343E+05,5.35937500E+07
1.25250000E+02,5.00000000E-02,5.00000000E-02,1.46976389E+07,6.85530096E-09,2.49615096E-11,-9.78812695E+08,-7.81715770E+06,-2.73624157E-06,-2.18970852E-08,9.81517553E+08,7.83875326E+06,9.81674047E-42,7.84000985E-44,3.00539663E+04,2.39951618E+02,3.00600000E-06,2.40000000E-08,-2.73492771E+06,-2.18357308E+04,-2.73492771E-44,-2.18357308E-46,8.15840216E+05,5.35937500E+07
1.17250000E+02,5.00000000E-02,5.00000000E-02,1.46976406E+07,6.85598087E-09,2.49643073E-11,-9.16276664E+08,-7.81684719E+06,-2.56106533E-06,-2.18969740E-08,9.18808758E+08,7.83844276E+06,9.18955203E-42,7.83969837E-44,2.81343533E+04,2.39951646E+02,2.81400000E-06,2.40000000E-08,-2.56024185E+06,-2.18357334E+04,-2.56024185E-44,-2.18357334E-46,8.15840313E+05,5.35937500E+07
1.19750000E+02,5.00000000E-02,5.00000000E-02,1.46976401E+07,6.85576948E-09,2.49634374E-11,-9.35818907E+08,-7.81694380E+06,-2.61580781E-06,-2.18970086E-08,9.38404990E+08,7.83853936E+06,9.38554574E-42,7.83979528E-44,2.87342324E+04,2.39951638E+02,2.87400000E-06,2.40000000E-08,-2.61483118E+06,-2.18357326E+04,-2.61483119E-44,-2.18357326E-46,8.15840283E+05,5.35937500E+07
1.15000000E+02,5.00000000E-02,5.00000000E-02,1.46976411E+07,6.85617029E-09,2.49650867E-11,-8.98688851E+08,-7.81676058E+06,-2.51179717E-06,-2.18969430E-08,9.01172355E+08,7.83835614E+06,9.01315975E-42,7.83961149E-44,2.75944621E+04,2.39951654E+02,2.76000000E-06,2.40000000E-08,-2.51111145E+06,-2.18357342E+04,-2.51111145E-44,-2.18357342E-46,8.15840340E+05,5.35937500E+07
1.25500000E+02,5.00000000E-02,5.00000000E-02,1.46976388E+07,6.85527955E-09,2.49614215E-11,-9.80766986E+08,-7.81716747E+06,-2.74171584E-06,-2.18970887E-08,9.83477243E+08,7.83876303E+06,9.83634051E-42,7.84001965E-44,3.01139542E+04,2.39951617E+02,3.01200000E-06,2.40000000E-08,-2.74038664E+06,-2.18357307E+04,-2.74038664E-44,-2.18357307E-46,8.15840213E+05,5.35937500E+07
1.17500000E+02,5.00000000E-02,5.00000000E-02,1.46976406E+07,6.85595978E-09,2.49642205E-11,-9.18230877E+08,-7.81685683E+06,-2.56653958E-06,-2.18969775E-08,9.20768370E+08,7.83845240E+06,9.20915129E-42,7.83970805E-44,2.81943412E+04,2.39951646E+02,2.82000000E-06,2.40000000E-08,-2.56570079E+06,-2.18357334E+04,-2.56570079E-44,-2.18357334E-46,8.15840310E+05,5.35937500E+07
1.15250000E+02,5.00000000E-02,5.00000000E-02,1.46976411E+07,6.85614929E-09,2.49650003E-11,-9.00643043E+08,-7.81677018E+06,-2.51727141E-06,-2.18969464E-08,9.03131946E+08,7.83836575E+06,9.03275880E-42,7.83962113E-44,2.76544500E+04,2.39951654E+02,2.76600000E-06,2.40000000E-08,-2.51657038E+06,-2.18357341E+04,-2.51657039E-44,-2.18357341E-46,8.15840337E+05,5.35937500E+07
1.20000000E+02,5.00000000E-02,5.00000000E-02,1.46976400E+07,6.85574829E-09,2.49633502E-11,-9.37773144E+08,-7.81695348E+06,-2.62128206E-06,-2.18970121E-08,9.40364626E+08,7.83854904E+06,9.40514524E-42,7.83980499E-44,2.87942203E+04,2.39951637E+02,2.88000000E-06,2.40000000E-08,-2.62029012E+06,-2.18357325E+04,-2.62029012E-44,-2.18357325E-46,8.15840280E+05,5.35937500E+07
1.25750000E+02,5.00000000E-02,5.00000000E-02,1.46976388E+07,6.85525813E-09,2.49613333E-11,-9.82721279E+08,-7.81717724E+06,-2.74719012E-06,-2.18970923E-08,9.85436935E+08,7.83877280E+06,9.85594058E-42,7.84002945E-44,3.01739421E+04,2.39951616E+02,3.01800000E-06,2.40000000E-08,-2.74584557E+06,-2.18357306E+04,-2.74584558E-44,-2.18357306E-46,8.15840210E+05,5.35937500E+07
1.17750000E+02,5.00000000E-02,5.00000000E-02,1.46976405E+07,6.85593867E-09,2.49641336E-11,-9.20185093E+08,-7.81686648E+06,-2.57201382E-06,-2.18969809E-08,9.22727985E+08,7.83846205E+06,9.22875057E-42,7.83971772E-44,2.82543291E+04,2.39951645E+02,2.82600000E-06,2.40000000E-08,-2.57115972E+06,-2.18357333E+04,-2.57115972E-44,-2.18357333E-46,8.15840307E+05,5.35937500E+07
1.20250000E+02,5.00000000E-02,5.00000000E-02,1.46976400E+07,6.85572708E-09,2.49632630E-11,-9.39727384E+08,-7.81696317E+06,-2.62675632E-06,-2.18970155E-08,9.42324265E+08,7.83855873E+06,9.42474477E-42,7.83981471E-44,2.88542082E+04,2.39951636E+02,2.88600000E-06,2.40000000E-08,-2.62574905E+06,-2.18357325E+04,-2.62574905E-44,-2.18357325E-46,8.15840277E+05,5.35937500E+07
1.15500000E+02,5.00000000E-02,5.00000000E-02,1.46976410E+07,6.85612827E-09,2.49649138E-11,-9.02597237E+08,-7.81677980E+06,-2.52274565E-06,-2.18969499E-08,9.05091539E+08,7.83837536E+06,9.05235787E-42,7.83963077E-44,2.77144379E+04,2.39951653E+02,2.77200000E-06,2.40000000E-08,-2.52202932E+06,-2.18357340E+04,-2.52202932E-44,-2.18357340E-46,8.15840334E+05,5.35937500E+07
1.26000000E+02,5.00000000E-02,5.00000000E-02,1.46976387E+07,6.85523670E-09,2.49612451E-11,-9.84675575E+08,-7.81718702E+06,-2.75266439E-06,-2.18970958E-08,9.87396630E+08,7.83878258E+06,9.87554067E-42,7.84003925E-44,3.02339300E+04,2.39951615E+02,3.02400000E-06,2.40000000E-08,-2.75130451E+06,-2.18357305E+04,-2.75130451E-44,-2.18357305E-46,8.15840207E+05,5.35937500E+07
1.18000000E+02,5.00000000E-02,5.00000000E-02,1.46976405E+07,6.85591756E-09,2.49640467E-11,-9.22139311E+08,-7.81687613E+06,-2.57748807E-06,-2.18969844E-08,9.24687602E+08,7.83847170E+06,9.24834989E-42,7.83972740E-44,2.83143170E+04,2.39951644E+02,2.83200000E-06,2.40000000E-08,-2.57661865E+06,-2.18357332E+04,-2.57661865E-44,-2.18357332E-46,8.15840304E+05,5.35937500E+07
1.15750000E+02,5.00000000E-02,5.00000000E-02,1.46976409E+07,6.85610724E-09,2.49648273E-11,-9.04551434E+08,-7.81678941E+06,-2.52821989E-06,-2.18969533E-08,9.07051134E+08,7.83838498E+06,9.07195696E-42,7.83964042E-44,2.77744258E+04,2.39951652E+02,2.77800000E-06,2.40000000E-08,-2.52748825E+06,-2.18357339E+04,-2.52748825E-44,-2.18357339E-46,8.15840331E+05,5.35937500E+07
1.26250000E+02,5.00000000E-02,5.00000000E-02,1.46976387E+07,6.85521526E-09,2.49611569E-11,-9.86629874E+08,-7.81719679E+06,-2.75813867E-06,-2.18970993E-08,9.89356328E+08,7.83879235E+06,9.89514078E-42,7.84004906E-44,3.02939179E+04,2.39951614E+02,3.03000000E-06,2.40000000E-08,-2.75676344E+06,-2.18357305E+04,-2.75676344E-44,-2.18357305E-46,8.15840204E+05,5.35937500E+07
1.18250000E+02,5.00000000E-02,5.00000000E-02,1.46976404E+07,6.85589643E-09,2.49639598E-11,-9.24093532E+08,-7.81688579E+06,-2.58296231E-06,-2.18969878E-08,9.26647221E+08,7.83848135E+06,9.26794922E-42,7.83973709E-44,2.83743049E+04,2.39951643E+02,2.83800000E-06,2.40000000E-08,-2.58207759E+06,-2.18357331E+04,-2.58207759E-44,-2.18357331E-46,8.15840301E+05,5.35937500E+07
1.16000000E+02,5.00000000E-02,5.00000000E-02,1.46976409E+07,6.85608620E-09,2.49647407E-11,-9.06505633E+08,-7.81679903E+06,-2.53369412E-06,-2.18969568E-08,9.09010732E+08,7.83839460E+06,9.09155608E-42,7.83965006E-44,2.78344137E+04,2.39951651E+02,2.78400000E-06,2.40000000E-08,-2.53294718E+06,-2.18357339E+04,-2.53294719E-44,-2.18357339E-46,8.15840328E+05,5.35937500E+07
1.20750000E+02,5.00000000E-02,5.00000000E-02,1.46976399E+07,6.85568465E-09,2.49630883E-11,-9.43635872E+08,-7.81698255E+06,-2.63770483E-06,-2.18970225E-08,9.46243550E+08,7.83857811E+06,9.46394390E-42,7.83983415E-44,2.89741840E+04,2.39951634E+02,2.89800000E-06,2.40000000E-08,-2.63666692E+06,-2.18357323E+04,-2.63666692E-44,-2.18357323E-46,8.15840271E+05,5.35937500E+07
1.26500000E+02,5.00000000E-02,5.00000000E-02,1.46976386E+07,6.85519381E-09,2.49610687E-11,-9.88584174E+08,-7.81720658E+06,-2.76361294E-06,-2.18971028E-08,9.91316027E+08,7.83880214E+06,9.91474092E-42,7.84005888E-44,3.03539058E+04,2.39951614E+02,3.03600000E-06,2.40000000E-08,-2.76222237E+06,-2.18357304E+04,-2.76222237E-44,-2.18357304E-46,8.15840201E+05,5.35937500E+07
1.18500000E+02,5.00000000E-02,5.00000000E-02,1.46976403E+07,6.85587530E-09,2.49638728E-11,-9.26047755E+08,-7.81689545E+06,-2.58843656E-06,-2.18969913E-08,9.28606843E+08,7.83849101E+06,9.28754858E-42,7.83974678E-44,2.84342928E+04,2.39951642E+02,2.84400000E-06,2.40000000E-08,-2.58753652E+06,-2.18357330E+04,-2.58753652E-44,-2.18357330E-46,8.15840298E+05,5.35937500E+07
1.21000000E+02,5.00000000E-02,5.00000000E-02,1.46976398E+07,6.85566342E-09,2.49630010E-11,-9.45590119E+08,-7.81699225E+06,-2.64317908E-06,-2.18970259E-08,9.48203196E+08,7.83858781E+06,9.48354351E-42,7.83984388E-44,2.90341719E+04,2.39951633E+02,2.90400000E-06,2.40000000E-08,-2.64212585E+06,-2.18357322E+04,-2.64212585E-44,-2.18357322E-46,8.15840268E+05,5.35937500E+07
1.16250000E+02,5.00000000E-02,5.00000000E-02,1.46976408E+07,6.85606516E-09,2.49646541E-11,-9.08459834E+08,-7.81680866E+06,-2.53916836E-06,-2.18969602E-08,9.10970332E+08,7.83840422E+06,9.11115522E-42,7.83965972E-44,2.78944016E+04,2.39951650E+02,2.79000000E-06,2.40000000E-08,-2.53840612E+06,-2.18357338E+04,-2.53840612E-44,-2.18357338E-46,8.15840325E+05,5.35937500E+07
1.26750000E+02,5.00000000E-02,5.00000000E-02,1.46976386E+07,6.85517235E-09,2.49609804E-11,-9.90538478E+08,-7.81721636E+06,-2.76908722E-06,-2.18971063E-08,9.93275730E+08,7.83881192E+06,9.93434108E-42,7.84006869E-44,3.04138938E+04,2.39951613E+02,3.04200000E-06,2.40000000E-08,-2.76768130E+06,-2.18357303E+04,-2.76768131E-44,-2.18357303E-46,8.15840198E+05,5.35937500E+07
1.18750000E+02,5.00000000E-02,5.00000000E-02,1.46976403E+07,6.85585415E-09,2.49637858E-11,-9.28001981E+08,-7.81690511E+06,-2.59391081E-06,-2.18969947E-08,9.30566468E+08,7.83850067E+06,9.30714796E-42,7.83975647E-44,2.84942807E+04,2.39951641E+02,2.85000000E-06,2.40000000E-08,-2.59299545E+06,-2.18357330E+04,-2.59299545E-44,-2.18357330E-46,8.15840295E+05,5.35937500E+07
1.21250000E+02,5.00000000E-02,5.00000000E-02,1.46976398E+07,6.85564217E-09,2.49629136E-11,-9.47544369E+08,-7.81700195E+06,-2.64865334E-06,-2.18970294E-08,9.50162845E+08,7.83859751E+06,9.50314313E-42,7.83985361E-44,2.90941598E+04,2.39951632E+02,2.91000000E-06,2.40000000E-08,-2.64758478E+06,-2.18357321E+04,-2.64758478E-44,-2.18357321E-46,8.15840265E+05,5.35937500E+07
1.16500000E+02,5.00000000E-02,5.00000000E-02,1.46976408E+07,6.85604410E-09,2.49645675E-11,-9.10414038E+08,-7.81681828E+06,-2.54464260E-06,-2.18969637E-08,9.12929935E+08,7.83841385E+06,9.13075438E-42,7.83966938E-44,2.79543895E+04,2.39951649E+02,2.79600000E-06,2.40000000E-08,-2.54386505E+06,-2.18357337E+04,-2.54386505E-44,-2.18357337E-46,8.15840322E+05,5.35937500E+07
1.27000000E+02,5.00000000E-02,5.00000000E-02,1.46976385E+07,6.85515088E-09,2.49608920E-11,-9.92492784E+08,-7.81722616E+06,-2.77456149E-06,-2.18971098E-08,9.95235434E+08,7.83882171E+06,9.95394127E-42,7.84007852E-44,3.04738817E+04,2.39951612E+02,3.04800000E-06,2.40000000E-08,-2.77314024E+06,-2.18357302E+04,-2.77314024E-44,-2.18357302E-46,8.15840195E+05,5.35937500E+07
1.19000000E+02,5.00000000E-02,5.00000000E-02,1.46976402E+07,6.85583300E-09,2.49636988E-11,-9.29956208E+08,-7.81691478E+06,-2.59938506E-06,-2.18969982E-08,9.32526095E+08,7.83851034E+06,9.32674737E-42,7.83976617E-44,2.85542686E+04,2.39951640E+02,2.85600000E-06,2.40000000E-08,-2.59845438E+06,-2.18357329E+04,-2.59845439E-44,-2.18357329E-46,8.15840292E+05,5.35937500E+07
1.21500000E+02,5.00000000E-02,5.00000000E-02,1.46976397E+07,6.85562092E-09,2.49628261E-11,-9.49498621E+08,-7.81701165E+06,-2.65412760E-06,-2.18970329E-08,9.52122496E+08,7.83860722E+06,9.52274278E-42,7.83986335E-44,2.91541477E+04,2.39951631E+02,2.91600000E-06,2.40000000E-08,-2.65304372E+06,-2.18357320E+04,-2.65304372E-44,-2.18357320E-46,8.15840262E+05,5.35937500E+07
1.16750000E+02,5.00000000E-02,5.00000000E-02,1.46976407E+07,6.85602303E-09,2.49644808E-11,-9.12368244E+08,-7.81682792E+06,-2.55011685E-06,-2.18969671E-08,9.14889540E+08,7.83842348E+06,9.15035357E-42,7.83967904E-44,2.80143774E+04,2.39951648E+02,2.80200000E-06,2.40000000E-08,-2.54932399E+06,-2.18357336E+04,-2.54932399E-44,-2.18357336E-46,8.15840319E+05,5.35937500E+07
1.27250000E+02,5.00000000E-02,5.00000000E-02,1.46976384E+07,6.85512940E-09,2.49608036E-11,-9.94447092E+08,-7.81723595E+06,-2.78003577E-06,-2.18971133E-08,9.97195141E+08,7.83883151E+06,9.97354148E-42,7.84008834E-44,3.05338696E+04,2.39951611E+02,3.05400000E-06,2.40000000E-08,-2.77859917E+06,-2.18357301E+04,-2.77859917E-44,-2.18357301E-46,8.15840192E+05,5.35937500E+07
1.19250000E+02,5.00000000E-02,5.00000000E-02,1.46976402E+07,6.85581184E-09,2.49636117E-11,-9.31910439E+08,-7.81692445E+06,-2.60485931E-06,-2.18970017E-08,9.34485724E+08,7.83852001E+06,9.34634680E-42,7.83977587E-44,2.86142566E+04,2.39951639E+02,2.86200000E-06,2.40000000E-08,-2.60391332E+06,-2.18357328E+04,-2.60391332E-44,-2.18357328E-46,8.15840289E+05,5.35937500E+07
1.21750000E+02,5.00000000E-02,5.00000000E-02,1.46976396E+07,6.85559966E-09,2.49627386E-11,-9.51452875E+08,-7.81702136E+06,-2.65960186E-06,-2.18970364E-08,9.54082149E+08,7.83861693E+06,9.54234246E-42,7.83987309E-44,2.92141356E+04,2.39951631E+02,2.92200000E-06,2.40000000E-08,-2.65850265E+06,-2.18357320E+04,-2.65850265E-44,-2.18357320E-46,8.15840259E+05,5.35937500E+07
1.17000000E+02,5.00000000E-02,5.00000000E-02,1.46976407E+07,6.85600196E-09,2.49643940E-11,-9.14322453E+08,-7.81683755E+06,-2.55559109E-06,-2.18969706E-08,9.16849148E+08,7.83843312E+06,9.16995279E-42,7.83968870E-44,2.80743654E+04,2.39951647E+02,2.80800000E-06,2.40000000E-08,-2.55478292E+06,-2.18357335E+04,-2.55478292E-44,-2.18357335E-46,8.15840316E+05,5.35937500E+07
1.27500000E+02,5.00000000E-02,5.00000000E-02,1.46976384E+07,6.85510791E-09,2.49607152E-11,-9.96401402E+08,-7.81724575E+06,-2.78551005E-06,-2.18971168E-08,9.99154851E+08,7.83884131E+06,9.99314172E-42,7.84009817E-44,3.05938575E+04,2.39951610E+02,3.06000000E-06,2.40000000E-08,-2.78405810E+06,-2.18357300E+04,-2.78405810E-44,-2.18357300E-46,8.15840189E+05,5.35937500E+07
1.19500000E+02,5.00000000E-02,5.00000000E-02,1.46976401E+07,6.85579066E-09,2.49635246E-11,-9.33864672E+08,-7.81693412E+06,-2.61033356E-06,-2.18970051E-08,9.36445355E+08,7.83852968E+06,9.36594626E-42,7.83978557E-44,2.86742445E+04,2.39951639E+02,2.86800000E-06,2.40000000E-08,-2.60937225E+06,-2.18357327E+04,-2.60937225E-44,-2.18357327E-46,8.15840286E+05,5.35937500E+07
1.22000000E+02,5.00000000E-02,5.00000000E-02,1.46976396E+07,6.85557839E-09,2.49626511E-11,-9.53407132E+08,-7.81703108E+06,-2.66507612E-06,-2.18970399E-08,9.56041805E+08,7.83862664E+06,9.56194216E-42,7.83988283E-44,2.92741236E+04,2.39951630E+02,2.92800000E-06,2.40000000E-08,-2.66396158E+06,-2.18357319E+04,-2.66396158E-44,-2.18357319E-46,8.15840256E+05,5.35937500E+07
1.17250000E+02,5.00000000E-02,5.00000000E-02,1.46976406E+07,6.85598087E-09,2.49643073E-11,-9.16276664E+08,-7.81684719E+06,-2.56106533E-06,-2.18969740E-08,9.18808758E+08,7.83844276E+06,9.18955203E-42,7.83969837E-44,2.81343533E+04,2.39951646E+02,2.81400000E-06,2.40000000E-08,-2.56024185E+06,-2.18357334E+04,-2.56024185E-44,-2.18357334E-46,8.15840313E+05,5.35937500E+07
1.27750000E+02,5.00000000E-02,5.00000000E-02,1.46976383E+07,6.85508641E-09,2.49606267E-11,-9.98355716E+08,-7.81725555E+06,-2.79098433E-06,-2.18971203E-08,1.00111456E+09,7.83885111E+06,1.00127420E-41,7.84010800E-44,3.06538454E+04,2.39951609E+02,3.06600000E-06,2.40000000E-08,-2.78951703E+06,-2.18357300E+04,-2.78951704E-44,-2.18357300E-46,8.15840186E+05,5.35937500E+07
1.19750000E+02,5.00000000E-02,5.00000000E-02,1.46976401E+07,6.85576948E-09,2.49634374E-11,-9.35818907E+08,-7.81694380E+06,-2.61580781E-06,-2.18970086E-08,9.38404990E+08,7.83853936E+06,9.38554574E-42,7.83979528E-44,2.87342324E+04,2.39951638E+02,2.87400000E-06,2.40000000E-08,-2.61483118E+06,-2.18357326E+04,-2.61483119E-44,-2.18357326E-46,8.15840283E+05,5.35937500E+07
1.22250000E+02,5.00000000E-02,5.00000000E-02,1.46976395E+07,6.85555711E-09,2.49625635E-11,-9.55361392E+08,-7.81704079E+06,-2.67055038E-06,-2.18970433E-08,9.58001463E+08,7.83863636E+06,9.58154188E-42,7.83989258E-44,2.93341115E+04,2.39951629E+02,2.93400000E-06,2.40000000E-08,-2.66942051E+06,-2.18357318E+04,-2.66942052E-44,-2.18357318E-46,8.15840253E+05,5.35937500E+07
1.17500000E+02,5.00000000E-02,5.00000000E-02,1.46976406E+07,6.85595978E-09,2.49642205E-11,-9.18230877E+08,-7.81685683E+06,-2.56653958E-06,-2.18969775E-08,9.20768370E+08,7.83845240E+06,9.20915129E-42,7.83970805E-44,2.81943412E+04,2.39951646E+02,2.82000000E-06,2.40000000E-08,-2.56570079E+06,-2.18357334E+04,-2.56570079E-44,-2.18357334E-46,8.15840310E+05,5.35937500E+07
1.20000000E+02,5.00000000E-02,5.00000000E-02,1.46976400E+07,6.85574829E-09,2.49633502E-11,-9.37773144E+08,-7.81695348E+06,-2.62128206E-06,-2.18970121E-08,9.40364626E+08,7.83854904E+06,9.40514524E-42,7.83980499E-44,2.87942203E+04,2.39951637E+02,2.88000000E-06,2.40000000E-08,-2.62029012E+06,-2.18357325E+04,-2.62029012E-44,-2.18357325E-46,8.15840280E+05,5.35937500E+07
1.22500000E+02,5.00000000E-02,5.00000000E-02,1.46976395E+07,6.85553582E-09,2.49624759E-11,-9.57315654E+08,-7.81705051E+06,-2.67602464E-06,-2.18970468E-08,9.59961124E+08,7.83864608E+06,9.60114163E-42,7.83990233E-44,2.93940994E+04,2.39951628E+02,2.94000000E-06,2.40000000E-08,-2.67487945E+06,-2.18357317E+04,-2.67487945E-44,-2.18357317E-46,8.15840250E+05,5.35937500E+07
1.28250000E+02,5.00000000E-02,5.00000000E-02,1.46976382E+07,6.85504338E-09,2.49604497E-11,-1.00226435E+09,-7.81727517E+06,-2.80193289E-06,-2.18971274E-08,1.00503399E+09,7.83887073E+06,1.00519426E-41,7.84012768E-44,3.07738212E+04,2.39951607E+02,3.07800000E-06,2.40000000E-08,-2.80043490E+06,-2.18357298E+04,-2.80043490E-44,-2.18357298E-46,8.15840180E+05,5.35937500E+07
1.17750000E+02,5.00000000E-02,5.00000000E-02,1.46976405E+07,6.85593867E-09,2.49641336E-11,-9.20185093E+08,-7.81686648E+06,-2.57201382E-06,-2.18969809E-08,9.22727985E+08,7.83846205E+06,9.22875057E-42,7.83971772E-44,2.82543291E+04,2.39951645E+02,2.82600000E-06,2.40000000E-08,-2.57115972E+06,-2.18357333E+04,-2.57115972E-44,-2.18357333E-46,8.15840307E+05,5.35937500E+07
1.20250000E+02,5.00000000E-02,5.00000000E-02,1.46976400E+07,6.85572708E-09,2.49632630E-11,-9.39727384E+08,-7.81696317E+06,-2.62675632E-06,-2.18970155E-08,9.42324265E+08,7.83855873E+06,9.42474477E-42,7.83981471E-44,2.88542082E+04,2.39951636E+02,2.88600000E-06,2.40000000E-08,-2.62574905E+06,-2.18357325E+04,-2.62574905E-44,-2.18357325E-46,8.15840277E+05,5.35937500E+07
1.22750000E+02,5.00000000E-02,5.00000000E-02,1.46976394E+07,6.85551452E-09,2.49623883E-11,-9.59269918E+08,-7.81706024E+06,-2.68149890E-06,-2.18970503E-08,9.61920787E+08,7.83865580E+06,9.62074140E-42,7.83991208E-44,2.94540873E+04,2.39951627E+02,2.94600000E-06,2.40000000E-08,-2.68033838E+06,-2.18357316E+04,-2.68033838E-44,-2.18357316E-46,8.15840246E+05,5.35937500E+07
1.28500000E+02,5.00000000E-02,5.00000000E-02,1.46976382E+07,6.85502185E-09,2.49603611E-11,-1.00421867E+09,-7.81728498E+06,-2.80740718E-06,-2.18971309E-08,1.00699371E+09,7.83888054E+06,1.00715429E-41,7.84013752E-44,3.08338091E+04,2.39951606E+02,3.08400000E-06,2.40000000E-08,-2.80589383E+06,-2.18357297E+04,-2.80589383E-44,-2.18357297E-46,8.15840177E+05,5.35937500E+07
1.18000000E+02,5.00000000E-02,5.00000000E-02,1.46976405E+07,6.85591756E-09,2.49640467E-11,-9.22139311E+08,-7.81687613E+06,-2.57748807E-06,-2.18969844E-08,9.24687602E+08,7.83847170E+06,9.24834989E-42,7.83972740E-44,2.83143170E+04,2.39951644E+02,2.83200000E-06,2.40000000E-08,-2.57661865E+06,-2.18357332E+04,-2.57661865E-44,-2.18357332E-46,8.15840304E+05,5.35937500E+07
1.20500000E+02,5.00000000E-02,5.00000000E-02,1.46976399E+07,6.85570587E-09,2.49631757E-11,-9.41681627E+08,-7.81697286E+06,-2.63223057E-06,-2.18970190E-08,9.44283906E+08,7.83856842E+06,9.44434433E-42,7.83982443E-44,2.89141961E+04,2.39951635E+02,2.89200000E-06,2.40000000E-08,-2.63120798E+06,-2.18357324E+04,-2.63120798E-44,-2.18357324E-46,8.15840274E+05,5.35937500E+07
1.23000000E+02,5.00000000E-02,5.00000000E-02,1.46976394E+07,6.85549320E-09,2.49623006E-11,-9.61224185E+08,-7.81706997E+06,-2.68697317E-06,-2.18970538E-08,9.63880453E+08,7.83866553E+06,9.64034120E-42,7.83992184E-44,2.95140752E+04,2.39951626E+02,2.95200000E-06,2.40000000E-08,-2.68579731E+06,-2.18357315E+04,-2.68579731E-44,-2.18357315E-46,8.15840243E+05,5.35937500E+07
1.28750000E+02,5.00000000E-02,5.00000000E-02,1.46976381E+07,6.85500032E-09,2.49602725E-11,-1.00617299E+09,-7.81729480E+06,-2.81288146E-06,-2.18971344E-08,1.00895344E+09,7.83889036E+06,1.00911433E-41,7.84014737E-44,3.08937970E+04,2.39951605E+02,3.09000000E-06,2.40000000E-08,-2.81135276E+06,-2.18357296E+04,-2.81135277E-44,-2.18357296E-46,8.15840174E+05,5.35937500E+07
1.18250000E+02,5.00000000E-02,5.00000000E-02,1.46976404E+07,6.85589643E-09,2.49639598E-11,-9.24093532E+08,-7.81688579E+06,-2.58296231E-06,-2.18969878E-08,9.26647221E+08,7.83848135E+06,9.26794922E-42,7.83973709E-44,2.83743049E+04,2.39951643E+02,2.83800000E-06,2.40000000E-08,-2.58207759E+06,-2.18357331E+04,-2.58207759E-44,-2.18357331E-46,8.15840301E+05,5.35937500E+07
1.20750000E+02,5.00000000E-02,5.00000000E-02,1.46976399E+07,6.85568465E-09,2.49630883E-11,-9.43635872E+08,-7.81698255E+06,-2.63770483E-06,-2.18970225E-08,9.46243550E+08,7.83857811E+06,9.46394390E-42,7.83983415E-44,2.89741840E+04,2.39951634E+02,2.89800000E-06,2.40000000E-08,-2.63666692E+06,-2.18357323E+04,-2.63666692E-44,-2.18357323E-46,8.15840271E+05,5.35937500E+07
1.23250000E+02,5.00000000E-02,5.00000000E-02,1.46976393E+07,6.85547188E-09,2.49622129E-11,-9.63178454E+08,-7.81707970E+06,-2.69244743E-06,-2.18970573E-08,9.65840121E+08,7.83867526E+06,9.65994102E-42,7.83993161E-44,2.95740631E+04,2.39951625E+02,2.95800000E-06,2.40000000E-08,-2.69125625E+06,-2.18357315E+04,-2.69125625E-44,-2.18357315E-46,8.15840240E+05,5.35937500E+07
